CONNECTION,MSG_NAME,DATA_TYPE,FIELD_NAME,DESCRIPTION,UNITS,DIM,INIT_VALUE,RANGE_LOW,RANGE_HIGH,REMARKS,BYTE_OFFSET,BIT_OFFSET
udpConn3,TM6517,F64,mtVar05518,mtVar05518,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25844,0
udpConn3,TM6518,F64,mtVar05519,mtVar05519,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25852,0
udpConn3,TM6519,F64,mtVar05520,mtVar05520,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25860,0
udpConn3,TM6520,F64,mtVar05521,mtVar05521,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25868,0
udpConn3,TM6521,F64,mtVar05522,mtVar05522,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25876,0
udpConn3,TM6522,F64,mtVar05523,mtVar05523,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25884,0
udpConn3,TM6523,F64,mtVar05524,mtVar05524,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25892,0
udpConn3,TM6524,F64,mtVar05525,mtVar05525,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25900,0
udpConn3,TM6525,F64,mtVar05526,mtVar05526,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25908,0
udpConn3,TM6526,F64,mtVar05527,mtVar05527,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25916,0
udpConn3,TM6527,F64,mtVar05528,mtVar05528,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25924,0
udpConn3,TM6528,F64,mtVar05529,mtVar05529,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25932,0
udpConn3,TM6529,F64,mtVar05530,mtVar05530,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25940,0
udpConn3,TM6530,U64,mtVar05531,mtVar05531,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25948,0
udpConn3,TM6531,U64,mtVar05532,mtVar05532,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25956,0
udpConn3,TM6532,U64,mtVar05533,mtVar05533,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25964,0
udpConn3,TM6533,U64,mtVar05534,mtVar05534,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25972,0
udpConn3,TM6534,U64,mtVar05535,mtVar05535,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25980,0
udpConn3,TM6535,U64,mtVar05536,mtVar05536,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25988,0
udpConn3,TM6536,U64,mtVar05537,mtVar05537,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,25996,0
udpConn3,TM6537,U64,mtVar05538,mtVar05538,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26004,0
udpConn3,TM6538,U64,mtVar05539,mtVar05539,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26012,0
udpConn3,TM6539,U64,mtVar05540,mtVar05540,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26020,0
udpConn3,TM6540,U64,mtVar05541,mtVar05541,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26028,0
udpConn3,TM6541,U64,mtVar05542,mtVar05542,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26036,0
udpConn3,TM6542,U64,mtVar05543,mtVar05543,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26044,0
udpConn3,TM6543,U64,mtVar05544,mtVar05544,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26052,0
udpConn3,TM6544,U64,mtVar05545,mtVar05545,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26060,0
udpConn3,TM6545,U64,mtVar05546,mtVar05546,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26068,0
udpConn3,TM6546,U64,mtVar05547,mtVar05547,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26076,0
udpConn3,TM6547,U64,mtVar05548,mtVar05548,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26084,0
udpConn3,TM6548,U64,mtVar05549,mtVar05549,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26092,0
udpConn3,TM6549,U64,mtVar05550,mtVar05550,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26100,0
udpConn3,TM6550,U1,mtVar05551,mtVar05551,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26108,0
udpConn3,TM6551,U1,mtVar05552,mtVar05552,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26108,1
udpConn3,TM6552,U1,mtVar05553,mtVar05553,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26108,2
udpConn3,TM6553,U1,mtVar05554,mtVar05554,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26108,3
udpConn3,TM6554,U1,mtVar05555,mtVar05555,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26108,4
udpConn3,TM6555,U1,mtVar05556,mtVar05556,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26108,5
udpConn3,TM6556,U1,mtVar05557,mtVar05557,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26108,6
udpConn3,TM6557,U1,mtVar05558,mtVar05558,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26108,7
udpConn3,TM6558,U1,mtVar05559,mtVar05559,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26109,0
udpConn3,TM6559,U1,mtVar05560,mtVar05560,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26109,1
udpConn3,TM6560,U1,mtVar05561,mtVar05561,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26109,2
udpConn3,TM6561,U1,mtVar05562,mtVar05562,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26109,3
udpConn3,TM6562,U1,mtVar05563,mtVar05563,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26109,4
udpConn3,TM6563,U1,mtVar05564,mtVar05564,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26109,5
udpConn3,TM6564,U1,mtVar05565,mtVar05565,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26109,6
udpConn3,TM6565,U1,mtVar05566,mtVar05566,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26109,7
udpConn3,TM6566,U1,mtVar05567,mtVar05567,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26110,0
udpConn3,TM6567,U1,mtVar05568,mtVar05568,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26110,1
udpConn3,TM6568,U1,mtVar05569,mtVar05569,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26110,2
udpConn3,TM6569,U1,mtVar05570,mtVar05570,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26110,3
udpConn3,TM6570,U1,mtVar05571,mtVar05571,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26110,4
udpConn3,TM6571,U1,mtVar05572,mtVar05572,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26110,5
udpConn3,TM6572,U1,mtVar05573,mtVar05573,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26110,6
udpConn3,TM6573,S32,mtVar05574,mtVar05574,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26110,7
udpConn3,TM6574,S32,mtVar05575,mtVar05575,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26114,0
udpConn3,TM6575,S32,mtVar05576,mtVar05576,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26118,0
udpConn3,TM6576,S32,mtVar05577,mtVar05577,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26122,0
udpConn3,TM6577,S32,mtVar05578,mtVar05578,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26126,0
udpConn3,TM6578,S32,mtVar05579,mtVar05579,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26130,0
udpConn3,TM6579,S32,mtVar05580,mtVar05580,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26134,0
udpConn3,TM6580,S32,mtVar05581,mtVar05581,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26138,0
udpConn3,TM6581,S32,mtVar05582,mtVar05582,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26142,0
udpConn3,TM6582,S32,mtVar05583,mtVar05583,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26146,0
udpConn3,TM6583,S32,mtVar05584,mtVar05584,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26150,0
udpConn3,TM6584,S32,mtVar05585,mtVar05585,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26154,0
udpConn3,TM6585,S32,mtVar05586,mtVar05586,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26158,0
udpConn3,TM6586,S32,mtVar05587,mtVar05587,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26162,0
udpConn3,TM6587,S32,mtVar05588,mtVar05588,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26166,0
udpConn3,TM6588,S32,mtVar05589,mtVar05589,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26170,0
udpConn3,TM6589,S32,mtVar05590,mtVar05590,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26174,0
udpConn3,TM6590,S32,mtVar05591,mtVar05591,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26178,0
udpConn3,TM6591,S32,mtVar05592,mtVar05592,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26182,0
udpConn3,TM6592,S32,mtVar05593,mtVar05593,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26186,0
udpConn3,TM6593,S64,mtVar05594,mtVar05594,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26190,0
udpConn3,TM6594,S64,mtVar05595,mtVar05595,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26198,0
udpConn3,TM6595,S64,mtVar05596,mtVar05596,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26206,0
udpConn3,TM6596,S64,mtVar05597,mtVar05597,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26214,0
udpConn3,TM6597,S64,mtVar05598,mtVar05598,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26222,0
udpConn3,TM6598,S64,mtVar05599,mtVar05599,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26230,0
udpConn3,TM6599,S64,mtVar05600,mtVar05600,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26238,0
udpConn3,TM6600,S64,mtVar05601,mtVar05601,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26246,0
udpConn3,TM6601,S64,mtVar05602,mtVar05602,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26254,0
udpConn3,TM6602,S64,mtVar05603,mtVar05603,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26262,0
udpConn3,TM6603,S64,mtVar05604,mtVar05604,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26270,0
udpConn3,TM6604,S64,mtVar05605,mtVar05605,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26278,0
udpConn3,TM6605,S64,mtVar05606,mtVar05606,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26286,0
udpConn3,TM6606,S64,mtVar05607,mtVar05607,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26294,0
udpConn3,TM6607,S64,mtVar05608,mtVar05608,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26302,0
udpConn3,TM6608,S64,mtVar05609,mtVar05609,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26310,0
udpConn3,TM6609,S64,mtVar05610,mtVar05610,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26318,0
udpConn3,TM6610,S64,mtVar05611,mtVar05611,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26326,0
udpConn3,TM6611,S64,mtVar05612,mtVar05612,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26334,0
udpConn3,TM6612,S64,mtVar05613,mtVar05613,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26342,0
udpConn3,TM6613,S64,mtVar05614,mtVar05614,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26350,0
udpConn3,TM6614,S64,mtVar05615,mtVar05615,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26358,0
udpConn3,TM6615,S64,mtVar05616,mtVar05616,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26366,0
udpConn3,TM6616,S64,mtVar05617,mtVar05617,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26374,0
udpConn3,TM6617,U8,mtVar05618,mtVar05618,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26382,0
udpConn3,TM6618,U8,mtVar05619,mtVar05619,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26383,0
udpConn3,TM6619,U8,mtVar05620,mtVar05620,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26384,0
udpConn3,TM6620,U8,mtVar05621,mtVar05621,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26385,0
udpConn3,TM6621,U8,mtVar05622,mtVar05622,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26386,0
udpConn3,TM6622,U8,mtVar05623,mtVar05623,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26387,0
udpConn3,TM6623,U8,mtVar05624,mtVar05624,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26388,0
udpConn3,TM6624,U8,mtVar05625,mtVar05625,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26389,0
udpConn3,TM6625,U8,mtVar05626,mtVar05626,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26390,0
udpConn3,TM6626,U8,mtVar05627,mtVar05627,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26391,0
udpConn3,TM6627,U8,mtVar05628,mtVar05628,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26392,0
udpConn3,TM6628,U8,mtVar05629,mtVar05629,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26393,0
udpConn3,TM6629,U8,mtVar05630,mtVar05630,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26394,0
udpConn3,TM6630,U8,mtVar05631,mtVar05631,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26395,0
udpConn3,TM6631,U8,mtVar05632,mtVar05632,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26396,0
udpConn3,TM6632,U8,mtVar05633,mtVar05633,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26397,0
udpConn3,TM6633,U8,mtVar05634,mtVar05634,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26398,0
udpConn3,TM6634,U8,mtVar05635,mtVar05635,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26399,0
udpConn3,TM6635,U8,mtVar05636,mtVar05636,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26400,0
udpConn3,TM6636,U8,mtVar05637,mtVar05637,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26401,0
udpConn3,TM6637,U16,mtVar05638,mtVar05638,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26402,0
udpConn3,TM6638,U16,mtVar05639,mtVar05639,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26404,0
udpConn3,TM6639,U16,mtVar05640,mtVar05640,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26406,0
udpConn3,TM6640,U16,mtVar05641,mtVar05641,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26408,0
udpConn3,TM6641,U16,mtVar05642,mtVar05642,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26410,0
udpConn3,TM6642,U16,mtVar05643,mtVar05643,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26412,0
udpConn3,TM6643,U16,mtVar05644,mtVar05644,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26414,0
udpConn3,TM6644,U16,mtVar05645,mtVar05645,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26416,0
udpConn3,TM6645,U16,mtVar05646,mtVar05646,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26418,0
udpConn3,TM6646,U16,mtVar05647,mtVar05647,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26420,0
udpConn3,TM6647,U16,mtVar05648,mtVar05648,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26422,0
udpConn3,TM6648,U16,mtVar05649,mtVar05649,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26424,0
udpConn3,TM6649,U16,mtVar05650,mtVar05650,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26426,0
udpConn3,TM6650,U16,mtVar05651,mtVar05651,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26428,0
udpConn3,TM6651,U16,mtVar05652,mtVar05652,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26430,0
udpConn3,TM6652,U16,mtVar05653,mtVar05653,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26432,0
udpConn3,TM6653,U16,mtVar05654,mtVar05654,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26434,0
udpConn3,TM6654,U16,mtVar05655,mtVar05655,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26436,0
udpConn3,TM6655,U16,mtVar05656,mtVar05656,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26438,0
udpConn3,TM6656,U32,mtVar05657,mtVar05657,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26440,0
udpConn3,TM6657,U32,mtVar05658,mtVar05658,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26444,0
udpConn3,TM6658,U32,mtVar05659,mtVar05659,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26448,0
udpConn3,TM6659,U32,mtVar05660,mtVar05660,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26452,0
udpConn3,TM6660,U32,mtVar05661,mtVar05661,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26456,0
udpConn3,TM6661,U32,mtVar05662,mtVar05662,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26460,0
udpConn3,TM6662,U32,mtVar05663,mtVar05663,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26464,0
udpConn3,TM6663,U32,mtVar05664,mtVar05664,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26468,0
udpConn3,TM6664,U32,mtVar05665,mtVar05665,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26472,0
udpConn3,TM6665,U32,mtVar05666,mtVar05666,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26476,0
udpConn3,TM6666,U32,mtVar05667,mtVar05667,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26480,0
udpConn3,TM6667,U32,mtVar05668,mtVar05668,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26484,0
udpConn3,TM6668,U32,mtVar05669,mtVar05669,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26488,0
udpConn3,TM6669,U32,mtVar05670,mtVar05670,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26492,0
udpConn3,TM6670,U32,mtVar05671,mtVar05671,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26496,0
udpConn3,TM6671,U32,mtVar05672,mtVar05672,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26500,0
udpConn3,TM6672,U32,mtVar05673,mtVar05673,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26504,0
udpConn3,TM6673,U32,mtVar05674,mtVar05674,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26508,0
udpConn3,TM6674,U32,mtVar05675,mtVar05675,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26512,0
udpConn3,TM6675,U32,mtVar05676,mtVar05676,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26516,0
udpConn3,TM6676,F64,mtVar05677,mtVar05677,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26520,0
udpConn3,TM6677,F64,mtVar05678,mtVar05678,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26528,0
udpConn3,TM6678,F64,mtVar05679,mtVar05679,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26536,0
udpConn3,TM6679,F64,mtVar05680,mtVar05680,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26544,0
udpConn3,TM6680,F64,mtVar05681,mtVar05681,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26552,0
udpConn3,TM6681,F64,mtVar05682,mtVar05682,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26560,0
udpConn3,TM6682,F64,mtVar05683,mtVar05683,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26568,0
udpConn3,TM6683,F64,mtVar05684,mtVar05684,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26576,0
udpConn3,TM6684,F64,mtVar05685,mtVar05685,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26584,0
udpConn3,TM6685,F64,mtVar05686,mtVar05686,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26592,0
udpConn3,TM6686,F64,mtVar05687,mtVar05687,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26600,0
udpConn3,TM6687,F64,mtVar05688,mtVar05688,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26608,0
udpConn3,TM6688,F64,mtVar05689,mtVar05689,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26616,0
udpConn3,TM6689,F64,mtVar05690,mtVar05690,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26624,0
udpConn3,TM6690,F64,mtVar05691,mtVar05691,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26632,0
udpConn3,TM6691,F64,mtVar05692,mtVar05692,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26640,0
udpConn3,TM6692,F64,mtVar05693,mtVar05693,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26648,0
udpConn3,TM6693,F64,mtVar05694,mtVar05694,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26656,0
udpConn3,TM6694,F64,mtVar05695,mtVar05695,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26664,0
udpConn3,TM6695,F64,mtVar05696,mtVar05696,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26672,0
udpConn3,TM6696,F64,mtVar05697,mtVar05697,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26680,0
udpConn3,TM6697,F64,mtVar05698,mtVar05698,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26688,0
udpConn3,TM6698,F64,mtVar05699,mtVar05699,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26696,0
udpConn3,TM6699,F64,mtVar05700,mtVar05700,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26704,0
udpConn3,TM6700,F64,mtVar05701,mtVar05701,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26712,0
udpConn3,TM6701,F64,mtVar05702,mtVar05702,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26720,0
udpConn3,TM6702,U64,mtVar05703,mtVar05703,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26728,0
udpConn3,TM6703,U64,mtVar05704,mtVar05704,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26736,0
udpConn3,TM6704,U64,mtVar05705,mtVar05705,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26744,0
udpConn3,TM6705,U64,mtVar05706,mtVar05706,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26752,0
udpConn3,TM6706,U64,mtVar05707,mtVar05707,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26760,0
udpConn3,TM6707,U64,mtVar05708,mtVar05708,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26768,0
udpConn3,TM6708,U64,mtVar05709,mtVar05709,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26776,0
udpConn3,TM6709,U64,mtVar05710,mtVar05710,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26784,0
udpConn3,TM6710,U64,mtVar05711,mtVar05711,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26792,0
udpConn3,TM6711,U64,mtVar05712,mtVar05712,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26800,0
udpConn3,TM6712,U64,mtVar05713,mtVar05713,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26808,0
udpConn3,TM6713,U64,mtVar05714,mtVar05714,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26816,0
udpConn3,TM6714,U64,mtVar05715,mtVar05715,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26824,0
udpConn3,TM6715,U64,mtVar05716,mtVar05716,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26832,0
udpConn3,TM6716,U64,mtVar05717,mtVar05717,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26840,0
udpConn3,TM6717,U64,mtVar05718,mtVar05718,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26848,0
udpConn3,TM6718,U64,mtVar05719,mtVar05719,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26856,0
udpConn3,TM6719,U64,mtVar05720,mtVar05720,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26864,0
udpConn3,TM6720,U64,mtVar05721,mtVar05721,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26872,0
udpConn3,TM6721,U64,mtVar05722,mtVar05722,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26880,0
udpConn3,TM6722,U1,mtVar05723,mtVar05723,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26888,0
udpConn3,TM6723,U1,mtVar05724,mtVar05724,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26888,1
udpConn3,TM6724,U1,mtVar05725,mtVar05725,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26888,2
udpConn3,TM6725,U1,mtVar05726,mtVar05726,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26888,3
udpConn3,TM6726,U1,mtVar05727,mtVar05727,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26888,4
udpConn3,TM6727,U1,mtVar05728,mtVar05728,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26888,5
udpConn3,TM6728,U1,mtVar05729,mtVar05729,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26888,6
udpConn3,TM6729,U1,mtVar05730,mtVar05730,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26888,7
udpConn3,TM6730,U1,mtVar05731,mtVar05731,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26889,0
udpConn3,TM6731,U1,mtVar05732,mtVar05732,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26889,1
udpConn3,TM6732,U1,mtVar05733,mtVar05733,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26889,2
udpConn3,TM6733,U1,mtVar05734,mtVar05734,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,26889,3
